touchpoint_id,customer_id,campaign_id,touchpoint_time,touchpoint_type,sales_rep_id,cost_amount
T002383,C0079,CAMP002,2026-06-06,ONLINE,SR013,1127.64
T002384,C0087,CAMP009,2026-05-26,EMAIL,SR016,2030.78
T002385,C0063,CAMP004,2026-05-20,EMAIL,SR013,1602.65
T002386,C0063,CAMP005,2026-05-30,ONLINE,SR013,737.02
T002387,C0065,CAMP012,2026-06-04,EMAIL,SR015,2581.55
T002388,C0065,CAMP003,2026-05-27,CONFERENCE,SR015,1023.49
T002389,C0061,CAMP008,2026-04-29,CONFERENCE,SR015,1435.07
T002390,C0061,CAMP002,2026-05-19,ONLINE,SR015,1284.09
T002391,C0071,CAMP005,2026-06-24,HOSPITAL_VISIT,SR013,1214.43
T002392,C0110,CAMP015,2026-05-17,CONFERENCE,SR024,2316.67
T002393,C0110,CAMP013,2026-05-22,CONFERENCE,SR024,2742.91
T002394,C0096,CAMP015,2026-06-01,EMAIL,SR020,757.71
T002395,C0096,CAMP001,2026-05-13,CONFERENCE,SR020,2959.27
T002396,C0104,CAMP015,2026-06-09,CONFERENCE,SR020,514.98
T002397,C0119,CAMP004,2026-06-13,CONFERENCE,SR021,1023.34
T002398,C0095,CAMP015,2026-05-22,HOSPITAL_VISIT,SR020,210.49
T002399,C0095,CAMP003,2026-05-13,HOSPITAL_VISIT,SR020,1707.09
T002400,C0095,CAMP010,2026-05-12,HOSPITAL_VISIT,SR023,2841.8
T002401,C0114,CAMP013,2026-05-14,CONFERENCE,SR020,749.22
T002402,C0114,CAMP015,2026-04-25,EMAIL,SR020,1583.61
T002403,C0093,CAMP008,2026-05-20,EMAIL,SR023,1592.18
T002404,C0119,CAMP013,2026-05-22,CONFERENCE,SR021,631.56
T002405,C0119,CAMP015,2026-06-05,CONFERENCE,SR021,2074.02
T002406,C0102,CAMP004,2026-04-24,ONLINE,SR019,1486.74
T002407,C0107,CAMP013,2026-05-13,CONFERENCE,SR024,1385.41
T002408,C0107,CAMP012,2026-05-12,CONFERENCE,SR024,2927.18
T002409,C0103,CAMP002,2026-05-28,EMAIL,SR023,2069.54
T002410,C0103,CAMP014,2026-05-03,HOSPITAL_VISIT,SR023,340.71
T002411,C0118,CAMP015,2026-05-22,HOSPITAL_VISIT,SR019,1512.48
T002412,C0118,CAMP012,2026-05-15,ONLINE,SR019,677.87
T002413,C0098,CAMP014,2026-06-08,CONFERENCE,SR021,1914.24
T002414,C0107,CAMP004,2026-05-28,HOSPITAL_VISIT,SR024,852.57
T002415,C0019,CAMP003,2026-07-06,ONLINE,SR006,358.77
T002416,C0030,CAMP001,2026-06-25,CONFERENCE,SR005,2997.55
T002417,C0030,CAMP004,2026-07-23,CONFERENCE,SR005,1906.36
T002418,C0010,CAMP011,2026-06-15,EMAIL,SR001,939.08
T002419,C0006,CAMP011,2026-07-03,ONLINE,SR003,2432.85
T002420,C0025,CAMP015,2026-07-01,ONLINE,SR003,504.75
T002421,C0025,CAMP004,2026-06-20,HOSPITAL_VISIT,SR003,1259.28
T002422,C0005,CAMP003,2026-07-18,EMAIL,SR001,237.46
T002423,C0010,CAMP007,2026-06-18,CONFERENCE,SR002,1179.79
T002424,C0022,CAMP010,2026-06-08,HOSPITAL_VISIT,SR004,1420.58
T002425,C0019,CAMP001,2026-06-06,ONLINE,SR004,915.55
T002426,C0005,CAMP003,2026-07-23,HOSPITAL_VISIT,SR004,265.77
T002427,C0008,CAMP009,2026-06-18,ONLINE,SR006,981.44
T002428,C0011,CAMP003,2026-06-23,HOSPITAL_VISIT,SR005,1361.48
T002429,C0011,CAMP001,2026-07-06,HOSPITAL_VISIT,SR003,848.97
T002430,C0011,CAMP004,2026-06-23,CONFERENCE,SR003,923.93
T002431,C0008,CAMP012,2026-06-18,CONFERENCE,SR002,1023.67
T002432,C0016,CAMP015,2026-07-05,ONLINE,SR005,518.76
T002433,C0016,CAMP002,2026-06-30,ONLINE,SR005,1578.14
T002434,C0006,CAMP002,2026-05-25,ONLINE,SR006,596.59
T002435,C0021,CAMP004,2026-07-20,HOSPITAL_VISIT,SR005,814.65
T002436,C0005,CAMP003,2026-06-17,CONFERENCE,SR005,1391.17
T002437,C0025,CAMP002,2026-06-29,ONLINE,SR006,799.87
T002438,C0020,CAMP006,2026-06-15,EMAIL,SR003,2820.85
T002439,C0020,CAMP005,2026-07-12,CONFERENCE,SR003,769.02
T002440,C0022,CAMP010,2026-06-19,ONLINE,SR005,2765.57
T002441,C0021,CAMP005,2026-06-13,EMAIL,SR001,2312.38
T002442,C0028,CAMP008,2026-06-25,ONLINE,SR006,2927.97
T002443,C0028,CAMP007,2026-06-28,EMAIL,SR006,2477.84
T002444,C0007,CAMP001,2026-07-01,EMAIL,SR005,2298.04
T002445,C0002,CAMP014,2026-07-05,EMAIL,SR006,1031.45
T002446,C0022,CAMP014,2026-06-14,CONFERENCE,SR004,2158.39
T002447,C0009,CAMP006,2026-07-09,HOSPITAL_VISIT,SR002,1264.92
T002448,C0011,CAMP007,2026-06-23,EMAIL,SR003,2276.09
T002449,C0043,CAMP008,2026-07-02,CONFERENCE,SR012,1013.35
T002450,C0043,CAMP014,2026-06-14,HOSPITAL_VISIT,SR012,2398.57
T002451,C0039,CAMP015,2026-07-02,HOSPITAL_VISIT,SR008,2780.85
T002452,C0039,CAMP001,2026-07-02,CONFERENCE,SR008,2091.63
T002453,C0055,CAMP014,2026-06-11,ONLINE,SR012,698.84
T002454,C0046,CAMP011,2026-06-21,HOSPITAL_VISIT,SR012,1277.85
T002455,C0046,CAMP002,2026-06-25,CONFERENCE,SR012,1221.09
T002456,C0059,CAMP010,2026-06-06,CONFERENCE,SR012,2286.04
T002457,C0040,CAMP010,2026-06-13,EMAIL,SR008,2514.16
T002458,C0040,CAMP002,2026-07-01,CONFERENCE,SR008,1688.03
T002459,C0058,CAMP013,2026-06-07,EMAIL,SR007,861.84
T002460,C0043,CAMP001,2026-06-16,ONLINE,SR009,2595.79
T002461,C0033,CAMP011,2026-06-08,HOSPITAL_VISIT,SR008,2570.27
T002462,C0033,CAMP015,2026-06-11,EMAIL,SR008,2249.41
T002463,C0057,CAMP013,2026-07-05,ONLINE,SR007,2391.39
T002464,C0057,CAMP002,2026-06-13,EMAIL,SR007,2018.78
T002465,C0040,CAMP013,2026-06-29,CONFERENCE,SR010,2194.39
T002466,C0040,CAMP011,2026-06-07,HOSPITAL_VISIT,SR010,2932.39
T002467,C0041,CAMP010,2026-06-08,EMAIL,SR008,2198.62
T002468,C0041,CAMP010,2026-07-08,EMAIL,SR008,870.14
T002469,C0051,CAMP005,2026-06-13,CONFERENCE,SR010,1812.44
T002470,C0041,CAMP006,2026-07-19,EMAIL,SR008,2452.44
T002471,C0035,CAMP001,2026-06-07,HOSPITAL_VISIT,SR011,2490.36
T002472,C0055,CAMP009,2026-06-26,CONFERENCE,SR007,1486.06
T002473,C0041,CAMP004,2026-06-27,CONFERENCE,SR007,775.73
T002474,C0041,CAMP004,2026-07-02,ONLINE,SR007,910.56
T002475,C0060,CAMP012,2026-06-29,EMAIL,SR009,2811.86
T002476,C0060,CAMP011,2026-06-18,HOSPITAL_VISIT,SR009,336.12
T002477,C0053,CAMP007,2026-07-13,ONLINE,SR007,1142.77
T002478,C0053,CAMP005,2026-07-07,EMAIL,SR007,757.13
T002479,C0042,CAMP007,2026-06-24,ONLINE,SR008,1190.77
T002480,C0042,CAMP010,2026-06-30,HOSPITAL_VISIT,SR008,2880.95
T002481,C0041,CAMP009,2026-06-02,EMAIL,SR012,1653.22
T002482,C0033,CAMP009,2026-05-30,HOSPITAL_VISIT,SR007,2744.48
T002483,C0041,CAMP009,2026-06-15,ONLINE,SR007,1182.81
T002484,C0041,CAMP010,2026-06-29,HOSPITAL_VISIT,SR007,2160.49
T002485,C0055,CAMP004,2026-06-22,EMAIL,SR012,2855.76
T002486,C0055,CAMP006,2026-06-23,HOSPITAL_VISIT,SR012,1642.93
T002487,C0089,CAMP014,2026-06-14,HOSPITAL_VISIT,SR016,900.13
T002488,C0078,CAMP003,2026-06-28,HOSPITAL_VISIT,SR016,1807.85
T002489,C0077,CAMP015,2026-06-05,EMAIL,SR015,730.42
T002490,C0070,CAMP003,2026-06-18,CONFERENCE,SR018,2376.52
T002491,C0070,CAMP014,2026-06-27,EMAIL,SR018,1606.05
T002492,C0069,CAMP015,2026-06-16,CONFERENCE,SR013,2002.79
T002493,C0069,CAMP010,2026-07-15,ONLINE,SR013,464.56
T002494,C0066,CAMP013,2026-06-06,HOSPITAL_VISIT,SR017,688.33
T002495,C0074,CAMP008,2026-06-22,EMAIL,SR014,1322.92
T002496,C0081,CAMP001,2026-06-09,HOSPITAL_VISIT,SR017,394.78
T002497,C0085,CAMP011,2026-06-04,ONLINE,SR013,1022.03
T002498,C0085,CAMP012,2026-06-23,CONFERENCE,SR013,2311.09
T002499,C0104,CAMP015,2026-06-23,CONFERENCE,SR024,2119.75
T002500,C0104,CAMP013,2026-07-04,EMAIL,SR024,1024.9
T002501,C0119,CAMP009,2026-07-05,CONFERENCE,SR023,1906.17
T002502,C0119,CAMP010,2026-07-20,HOSPITAL_VISIT,SR023,641.86
T002503,C0118,CAMP001,2026-06-07,EMAIL,SR023,2696.72
T002504,C0116,CAMP005,2026-06-25,ONLINE,SR023,1185.81
T002505,C0116,CAMP014,2026-06-09,HOSPITAL_VISIT,SR023,2064.77
T002506,C0092,CAMP003,2026-06-26,HOSPITAL_VISIT,SR020,1042.98
T002507,C0092,CAMP010,2026-06-25,CONFERENCE,SR020,2924.01
T002508,C0092,CAMP004,2026-07-14,ONLINE,SR020,2074.48
T002509,C0092,CAMP010,2026-06-13,ONLINE,SR020,2898.06
T002510,C0109,CAMP015,2026-07-15,EMAIL,SR021,905.29
T002511,C0109,CAMP001,2026-06-29,EMAIL,SR021,708.35
T002512,C0115,CAMP014,2026-06-19,ONLINE,SR024,1095.24
T002513,C0094,CAMP015,2026-06-13,ONLINE,SR022,2758.26
T002514,C0103,CAMP013,2026-06-13,CONFERENCE,SR019,2556.35
T002515,C0097,CAMP009,2026-06-26,ONLINE,SR021,1157.45
T002516,C0097,CAMP011,2026-07-10,CONFERENCE,SR021,1690.89
T002517,C0108,CAMP004,2026-06-16,EMAIL,SR022,1511.03
T002518,C0108,CAMP010,2026-07-13,EMAIL,SR022,577.51
T002519,C0119,CAMP003,2026-07-17,HOSPITAL_VISIT,SR024,1871.63
T002520,C0119,CAMP005,2026-07-15,CONFERENCE,SR024,2922.7
T002521,C0105,CAMP011,2026-06-28,HOSPITAL_VISIT,SR021,2507.64
T002522,C0105,CAMP004,2026-06-01,ONLINE,SR021,906.35
T002523,C0018,CAMP007,2026-07-13,EMAIL,SR005,1246.48
T002524,C0013,CAMP008,2026-07-28,CONFERENCE,SR005,1603.62
T002525,C0013,CAMP009,2026-07-29,ONLINE,SR005,1186.16
T002526,C0010,CAMP004,2026-07-14,HOSPITAL_VISIT,SR002,1583.94
T002527,C0010,CAMP012,2026-07-25,CONFERENCE,SR002,2808.42
T002528,C0018,CAMP003,2026-08-01,ONLINE,SR006,2298.53
T002529,C0027,CAMP009,2026-07-25,HOSPITAL_VISIT,SR004,2696.37
T002530,C0027,CAMP004,2026-07-23,HOSPITAL_VISIT,SR004,1125.23
T002531,C0020,CAMP014,2026-08-09,CONFERENCE,SR004,2746.29
T002532,C0018,CAMP003,2026-08-06,ONLINE,SR006,1893.27
T002533,C0025,CAMP010,2026-07-16,HOSPITAL_VISIT,SR005,2317.57
T002534,C0003,CAMP012,2026-07-17,ONLINE,SR004,2001.59
T002535,C0003,CAMP009,2026-08-10,ONLINE,SR004,777.82
T002536,C0013,CAMP008,2026-07-20,HOSPITAL_VISIT,SR001,2411.23
T002537,C0029,CAMP002,2026-07-13,HOSPITAL_VISIT,SR006,2162.22
T002538,C0016,CAMP013,2026-07-20,HOSPITAL_VISIT,SR005,533.56
T002539,C0016,CAMP011,2026-07-14,CONFERENCE,SR005,2674.31
T002540,C0018,CAMP008,2026-07-04,EMAIL,SR004,436.04
T002541,C0018,CAMP013,2026-08-09,HOSPITAL_VISIT,SR004,1100.68
T002542,C0015,CAMP003,2026-07-12,EMAIL,SR002,1103.03
T002543,C0015,CAMP012,2026-07-14,EMAIL,SR002,1753.24
T002544,C0007,CAMP013,2026-07-18,ONLINE,SR002,1222.44
T002545,C0007,CAMP012,2026-08-04,EMAIL,SR002,2261.03
T002546,C0008,CAMP007,2026-07-19,EMAIL,SR001,1771.33
T002547,C0018,CAMP012,2026-07-19,HOSPITAL_VISIT,SR006,1072.16
T002548,C0012,CAMP005,2026-08-12,CONFERENCE,SR001,338.49
T002549,C0012,CAMP009,2026-07-29,EMAIL,SR001,1428.52
T002550,C0025,CAMP009,2026-07-19,HOSPITAL_VISIT,SR001,1492.13
T002551,C0005,CAMP013,2026-08-17,ONLINE,SR006,2019.91
T002552,C0005,CAMP002,2026-08-10,EMAIL,SR006,2415.41
T002553,C0008,CAMP013,2026-07-20,HOSPITAL_VISIT,SR003,590.3
T002554,C0008,CAMP011,2026-07-12,HOSPITAL_VISIT,SR003,2920.11
T002555,C0013,CAMP012,2026-08-09,EMAIL,SR003,1040.63
T002556,C0013,CAMP015,2026-08-08,ONLINE,SR003,2074.44
T002557,C0005,CAMP007,2026-07-20,HOSPITAL_VISIT,SR003,988.28
T002558,C0005,CAMP015,2026-08-06,CONFERENCE,SR003,2816.8
T002559,C0019,CAMP012,2026-07-27,ONLINE,SR004,2247.83
T002560,C0019,CAMP011,2026-08-18,ONLINE,SR004,2868.82
T002561,C0006,CAMP008,2026-07-15,EMAIL,SR006,2146.97
T002562,C0054,CAMP015,2026-07-26,CONFERENCE,SR012,2664.14
T002563,C0054,CAMP011,2026-08-02,CONFERENCE,SR012,2172.75
T002564,C0055,CAMP012,2026-07-29,HOSPITAL_VISIT,SR007,2069.91
T002565,C0055,CAMP007,2026-07-30,ONLINE,SR007,2976.5
T002566,C0032,CAMP010,2026-07-26,CONFERENCE,SR011,1142.72
T002567,C0032,CAMP002,2026-07-23,HOSPITAL_VISIT,SR011,2556.47
T002568,C0048,CAMP009,2026-08-04,CONFERENCE,SR009,360.52
T002569,C0042,CAMP015,2026-08-10,CONFERENCE,SR009,2135.25
T002570,C0042,CAMP012,2026-07-15,EMAIL,SR009,427.01
T002571,C0044,CAMP002,2026-07-02,ONLINE,SR011,426.22
T002572,C0038,CAMP015,2026-08-20,HOSPITAL_VISIT,SR010,554.14
T002573,C0038,CAMP012,2026-07-22,CONFERENCE,SR010,1882.69
T002574,C0057,CAMP003,2026-07-22,HOSPITAL_VISIT,SR010,2597.09
T002575,C0057,CAMP007,2026-08-02,ONLINE,SR010,2570.88
T002576,C0059,CAMP013,2026-07-25,EMAIL,SR011,1000.83
T002577,C0059,CAMP013,2026-07-20,EMAIL,SR011,1062.55
T002578,C0058,CAMP004,2026-08-01,CONFERENCE,SR009,2509.01
T002579,C0058,CAMP011,2026-08-17,ONLINE,SR009,1071.21
T002580,C0057,CAMP002,2026-07-04,HOSPITAL_VISIT,SR010,2430.49
T002581,C0057,CAMP009,2026-07-22,HOSPITAL_VISIT,SR010,338.22
T002582,C0041,CAMP007,2026-07-07,CONFERENCE,SR011,2530.16
T002583,C0041,CAMP008,2026-07-11,CONFERENCE,SR011,857.9
T002584,C0055,CAMP006,2026-07-02,EMAIL,SR009,595.69
T002585,C0055,CAMP011,2026-08-09,ONLINE,SR009,2057.29
T002586,C0055,CAMP002,2026-08-16,ONLINE,SR009,2628.07
T002587,C0033,CAMP003,2026-08-02,CONFERENCE,SR007,472.23
T002588,C0057,CAMP011,2026-08-03,CONFERENCE,SR011,457.1
T002589,C0057,CAMP010,2026-07-27,ONLINE,SR011,635.56
T002590,C0050,CAMP014,2026-07-23,CONFERENCE,SR010,1635.62
T002591,C0050,CAMP005,2026-08-14,EMAIL,SR010,2027.37
T002592,C0050,CAMP008,2026-06-30,CONFERENCE,SR007,2849.15
T002593,C0040,CAMP011,2026-07-20,HOSPITAL_VISIT,SR007,463.52
T002594,C0040,CAMP014,2026-08-16,ONLINE,SR007,1231.84
T002595,C0042,CAMP009,2026-08-10,EMAIL,SR007,1943.84
T002596,C0042,CAMP009,2026-07-31,ONLINE,SR007,1756.5
T002597,C0042,CAMP013,2026-07-15,HOSPITAL_VISIT,SR009,905.89
T002598,C0042,CAMP002,2026-07-31,HOSPITAL_VISIT,SR009,239.79
T002599,C0045,CAMP006,2026-07-15,HOSPITAL_VISIT,SR009,1582.99
T002600,C0045,CAMP008,2026-07-28,ONLINE,SR009,493.16
T002601,C0043,CAMP008,2026-07-26,CONFERENCE,SR011,1892.19
T002602,C0043,CAMP005,2026-08-05,CONFERENCE,SR011,1157.35
T002603,C0040,CAMP014,2026-07-04,ONLINE,SR008,1310.24
T002604,C0038,CAMP011,2026-07-12,ONLINE,SR011,2152.39
T002605,C0038,CAMP009,2026-06-24,CONFERENCE,SR011,2440.45
T002606,C0041,CAMP003,2026-07-10,ONLINE,SR012,2093.46
T002607,C0071,CAMP014,2026-07-22,EMAIL,SR014,2515.39
T002608,C0071,CAMP007,2026-07-30,CONFERENCE,SR014,1617.5
T002609,C0070,CAMP002,2026-07-04,EMAIL,SR017,1378.62
T002610,C0061,CAMP010,2026-07-13,HOSPITAL_VISIT,SR015,2938.51
T002611,C0077,CAMP012,2026-07-05,ONLINE,SR017,2766.82
T002612,C0077,CAMP006,2026-07-08,CONFERENCE,SR017,351.78
T002613,C0071,CAMP015,2026-07-20,CONFERENCE,SR014,1685.94
T002614,C0071,CAMP001,2026-07-29,HOSPITAL_VISIT,SR014,2144.71
T002615,C0061,CAMP014,2026-08-02,CONFERENCE,SR013,1882.27
T002616,C0061,CAMP005,2026-07-13,EMAIL,SR013,274.52
T002617,C0074,CAMP013,2026-07-07,CONFERENCE,SR016,2198.23
T002618,C0074,CAMP015,2026-07-18,CONFERENCE,SR016,2266.37
T002619,C0070,CAMP008,2026-07-27,CONFERENCE,SR018,1608.64
T002620,C0074,CAMP001,2026-07-22,HOSPITAL_VISIT,SR014,1664.76
T002621,C0069,CAMP002,2026-07-31,HOSPITAL_VISIT,SR018,1531.99
T002622,C0064,CAMP001,2026-07-23,CONFERENCE,SR016,906.97
T002623,C0064,CAMP005,2026-08-12,EMAIL,SR016,2661.56
T002624,C0063,CAMP001,2026-07-30,HOSPITAL_VISIT,SR016,2505.46
T002625,C0063,CAMP004,2026-06-23,EMAIL,SR016,2369.84
T002626,C0064,CAMP009,2026-08-08,EMAIL,SR015,455.96
T002627,C0064,CAMP012,2026-08-14,CONFERENCE,SR015,2935.59
T002628,C0086,CAMP003,2026-07-09,ONLINE,SR015,2789.07
T002629,C0100,CAMP010,2026-08-01,ONLINE,SR023,1510.76
T002630,C0100,CAMP004,2026-07-10,HOSPITAL_VISIT,SR023,2760.62
T002631,C0116,CAMP015,2026-08-01,ONLINE,SR023,2312.65
T002632,C0102,CAMP003,2026-08-03,ONLINE,SR019,271.33
T002633,C0114,CAMP011,2026-08-10,HOSPITAL_VISIT,SR023,224.49
T002634,C0110,CAMP009,2026-08-10,CONFERENCE,SR022,2912.07
T002635,C0110,CAMP001,2026-07-30,CONFERENCE,SR022,645.45
T002636,C0111,CAMP008,2026-07-28,HOSPITAL_VISIT,SR022,963.78
T002637,C0111,CAMP004,2026-08-20,EMAIL,SR022,2610.89
T002638,C0110,CAMP005,2026-06-29,EMAIL,SR020,1162.12
T002639,C0113,CAMP003,2026-08-06,CONFERENCE,SR024,234.93
T002640,C0097,CAMP003,2026-07-19,EMAIL,SR022,2558.67
T002641,C0119,CAMP006,2026-07-19,HOSPITAL_VISIT,SR019,2696.73
T002642,C0006,CAMP001,2026-08-14,HOSPITAL_VISIT,SR002,786.53
T002643,C0006,CAMP009,2026-08-17,CONFERENCE,SR002,2937.69
T002644,C0017,CAMP014,2026-08-28,ONLINE,SR001,2045.1
T002645,C0010,CAMP006,2026-09-03,HOSPITAL_VISIT,SR004,1085.24
T002646,C0003,CAMP010,2026-08-15,CONFERENCE,SR003,2307.14
T002647,C0014,CAMP002,2026-08-04,HOSPITAL_VISIT,SR003,812.36
T002648,C0006,CAMP002,2026-08-26,CONFERENCE,SR004,1437.79
T002649,C0006,CAMP003,2026-08-25,HOSPITAL_VISIT,SR004,376.1
T002650,C0003,CAMP011,2026-08-26,HOSPITAL_VISIT,SR005,2937.46
T002651,C0003,CAMP013,2026-08-22,HOSPITAL_VISIT,SR005,964.56
T002652,C0011,CAMP009,2026-08-28,EMAIL,SR001,1982.03
T002653,C0011,CAMP007,2026-08-30,CONFERENCE,SR001,1944.07
T002654,C0007,CAMP010,2026-07-28,ONLINE,SR006,2938.35
T002655,C0001,CAMP014,2026-09-11,ONLINE,SR002,1073.28
T002656,C0001,CAMP010,2026-09-05,CONFERENCE,SR002,2941.78
T002657,C0003,CAMP009,2026-08-24,EMAIL,SR005,2865.92
T002658,C0028,CAMP003,2026-08-21,ONLINE,SR005,2066.69
T002659,C0002,CAMP015,2026-08-02,ONLINE,SR005,2061.01
T002660,C0002,CAMP001,2026-09-06,CONFERENCE,SR005,2925.99
T002661,C0018,CAMP002,2026-08-19,HOSPITAL_VISIT,SR004,2271.36
T002662,C0018,CAMP009,2026-08-24,EMAIL,SR004,1123.91
T002663,C0002,CAMP010,2026-08-27,ONLINE,SR006,2223.61
T002664,C0018,CAMP014,2026-08-07,CONFERENCE,SR004,2256.82
T002665,C0018,CAMP007,2026-08-13,ONLINE,SR004,1046.77
T002666,C0022,CAMP012,2026-08-05,HOSPITAL_VISIT,SR002,2400.19
T002667,C0022,CAMP007,2026-08-21,CONFERENCE,SR002,1365.2
T002668,C0022,CAMP003,2026-09-22,EMAIL,SR003,2070.26
T002669,C0022,CAMP001,2026-08-25,CONFERENCE,SR003,2711.64
T002670,C0006,CAMP004,2026-08-24,ONLINE,SR005,2891.16
T002671,C0006,CAMP001,2026-08-16,EMAIL,SR005,1927.44
T002672,C0019,CAMP007,2026-08-31,ONLINE,SR005,2453.17
T002673,C0026,CAMP009,2026-08-28,EMAIL,SR006,1822.77
T002674,C0026,CAMP014,2026-08-13,HOSPITAL_VISIT,SR006,2266.29
T002675,C0035,CAMP002,2026-08-08,HOSPITAL_VISIT,SR007,2004.9
T002676,C0032,CAMP004,2026-08-18,CONFERENCE,SR009,2341.22
T002677,C0039,CAMP002,2026-08-22,ONLINE,SR008,810.34
T002678,C0044,CAMP010,2026-08-19,HOSPITAL_VISIT,SR007,2314.93
T002679,C0046,CAMP009,2026-08-07,CONFERENCE,SR010,1002.39
T002680,C0057,CAMP001,2026-08-20,ONLINE,SR009,2292.5
T002681,C0057,CAMP007,2026-08-19,EMAIL,SR009,2289.34
T002682,C0056,CAMP005,2026-09-03,CONFERENCE,SR010,901.85
T002683,C0043,CAMP010,2026-08-10,EMAIL,SR011,2461.41
T002684,C0048,CAMP013,2026-08-04,CONFERENCE,SR009,1279.41
T002685,C0039,CAMP005,2026-09-19,HOSPITAL_VISIT,SR008,1268.03
T002686,C0032,CAMP006,2026-09-17,EMAIL,SR008,2167.99
T002687,C0032,CAMP002,2026-08-16,CONFERENCE,SR008,853.91
T002688,C0054,CAMP009,2026-08-30,HOSPITAL_VISIT,SR007,1483.91
T002689,C0054,CAMP015,2026-08-10,CONFERENCE,SR007,1732.85
T002690,C0040,CAMP013,2026-08-31,HOSPITAL_VISIT,SR008,1796.17
T002691,C0040,CAMP006,2026-09-07,CONFERENCE,SR008,620.64
T002692,C0060,CAMP007,2026-08-21,CONFERENCE,SR009,868.43
T002693,C0060,CAMP013,2026-08-09,ONLINE,SR009,541.21
T002694,C0050,CAMP001,2026-08-10,HOSPITAL_VISIT,SR009,1448.92
T002695,C0050,CAMP015,2026-08-25,CONFERENCE,SR009,2758.34
T002696,C0058,CAMP005,2026-08-09,CONFERENCE,SR008,2685.2
T002697,C0036,CAMP010,2026-08-26,EMAIL,SR010,1696.37
T002698,C0058,CAMP012,2026-09-07,EMAIL,SR010,2084.51
T002699,C0058,CAMP006,2026-09-22,EMAIL,SR010,2112.3
T002700,C0035,CAMP001,2026-08-29,ONLINE,SR009,2802.58
T002701,C0035,CAMP015,2026-09-01,CONFERENCE,SR009,1481.02
T002702,C0047,CAMP012,2026-09-13,HOSPITAL_VISIT,SR008,2060.24
T002703,C0047,CAMP014,2026-09-17,EMAIL,SR008,1574.39
T002704,C0046,CAMP002,2026-08-22,CONFERENCE,SR011,654.37
T002705,C0041,CAMP005,2026-08-29,CONFERENCE,SR009,2240.58
T002706,C0033,CAMP007,2026-08-31,CONFERENCE,SR007,2545.04
T002707,C0051,CAMP002,2026-07-30,CONFERENCE,SR008,2410.57
T002708,C0038,CAMP011,2026-08-18,ONLINE,SR009,327.17
T002709,C0052,CAMP009,2026-09-24,HOSPITAL_VISIT,SR008,2825.88
T002710,C0053,CAMP012,2026-08-16,CONFERENCE,SR008,694.08
T002711,C0051,CAMP012,2026-09-06,EMAIL,SR008,2603.97
T002712,C0051,CAMP011,2026-09-19,EMAIL,SR008,370.46
T002713,C0053,CAMP015,2026-08-04,HOSPITAL_VISIT,SR009,2234.66
T002714,C0033,CAMP011,2026-08-28,ONLINE,SR012,1203.92
T002715,C0044,CAMP005,2026-08-11,ONLINE,SR009,990.68
T002716,C0044,CAMP012,2026-08-09,EMAIL,SR009,2704.4
T002717,C0044,CAMP005,2026-09-07,ONLINE,SR007,2186.98
T002718,C0059,CAMP001,2026-08-24,EMAIL,SR008,1239.43
T002719,C0059,CAMP001,2026-09-05,EMAIL,SR008,1554.79
T002720,C0040,CAMP013,2026-08-20,HOSPITAL_VISIT,SR012,1427.0
T002721,C0040,CAMP006,2026-08-21,HOSPITAL_VISIT,SR012,228.29
T002722,C0047,CAMP010,2026-09-03,EMAIL,SR008,1341.54
T002723,C0047,CAMP001,2026-07-29,ONLINE,SR008,2295.77
T002724,C0047,CAMP009,2026-08-21,ONLINE,SR012,230.6
T002725,C0047,CAMP007,2026-09-03,EMAIL,SR012,2054.73
T002726,C0077,CAMP001,2026-08-23,CONFERENCE,SR014,1495.12
T002727,C0089,CAMP014,2026-09-06,CONFERENCE,SR018,2491.06
T002728,C0089,CAMP004,2026-08-18,CONFERENCE,SR018,1459.34
T002729,C0061,CAMP001,2026-07-31,CONFERENCE,SR018,537.6
T002730,C0064,CAMP006,2026-09-07,EMAIL,SR014,951.33
T002731,C0064,CAMP003,2026-09-12,ONLINE,SR014,2789.44
T002732,C0074,CAMP008,2026-09-01,CONFERENCE,SR014,2201.67
T002733,C0074,CAMP005,2026-08-20,CONFERENCE,SR014,2331.97
T002734,C0079,CAMP007,2026-08-20,HOSPITAL_VISIT,SR015,2215.11
T002735,C0079,CAMP010,2026-09-14,ONLINE,SR015,409.05
T002736,C0071,CAMP015,2026-08-25,ONLINE,SR013,377.7
T002737,C0078,CAMP002,2026-08-04,EMAIL,SR013,222.83
T002738,C0078,CAMP010,2026-08-12,EMAIL,SR013,346.55
T002739,C0078,CAMP015,2026-08-24,EMAIL,SR013,2529.83
T002740,C0084,CAMP001,2026-09-10,HOSPITAL_VISIT,SR013,2047.88
T002741,C0089,CAMP013,2026-09-03,HOSPITAL_VISIT,SR016,972.06
T002742,C0062,CAMP011,2026-09-10,ONLINE,SR015,2013.98
T002743,C0062,CAMP006,2026-08-24,HOSPITAL_VISIT,SR015,2828.75
T002744,C0100,CAMP011,2026-08-09,EMAIL,SR023,446.74
T002745,C0100,CAMP010,2026-09-03,HOSPITAL_VISIT,SR023,2697.18
T002746,C0119,CAMP008,2026-08-17,EMAIL,SR021,1376.04
T002747,C0119,CAMP010,2026-08-27,EMAIL,SR021,669.22
T002748,C0110,CAMP002,2026-08-24,EMAIL,SR023,2867.46
