prescription_event_id,customer_id,product_id,event_date,prescription_count,patient_count
RX001820,C0023,P003,2026-11-22,74,52
RX001821,C0018,P005,2026-11-20,116,103
RX001822,C0013,P004,2026-11-20,83,64
RX001823,C0023,P002,2026-11-08,33,29
RX001824,C0017,P006,2026-11-18,23,21
RX001825,C0030,P008,2026-11-26,42,36
RX001826,C0001,P007,2026-11-09,88,83
RX001827,C0007,P007,2026-11-19,65,50
RX001828,C0017,P016,2026-11-23,60,51
RX001829,C0024,P018,2026-11-24,89,58
RX001830,C0010,P013,2026-11-17,57,36
RX001831,C0005,P015,2026-11-26,120,89
RX001832,C0007,P017,2026-11-17,50,30
RX001833,C0009,P020,2026-11-28,61,53
RX001834,C0003,P020,2026-11-22,39,31
RX001835,C0013,P020,2026-11-08,115,100
RX001836,C0019,P019,2026-11-20,72,67
RX001837,C0011,P029,2026-11-07,75,48
RX001838,C0003,P027,2026-11-22,25,23
RX001839,C0057,P001,2026-11-05,32,23
RX001840,C0058,P006,2026-11-27,102,95
RX001841,C0042,P006,2026-11-22,91,71
RX001842,C0039,P005,2026-11-17,109,72
RX001843,C0058,P005,2026-11-15,74,64
RX001844,C0035,P002,2026-11-11,100,91
RX001845,C0043,P004,2026-11-26,18,15
RX001846,C0040,P003,2026-11-08,49,30
RX001847,C0039,P003,2026-11-09,83,51
RX001848,C0048,P006,2026-11-25,118,91
RX001849,C0033,P011,2026-11-16,53,32
RX001850,C0034,P012,2026-11-06,17,14
RX001851,C0033,P009,2026-11-16,51,31
RX001852,C0060,P007,2026-11-24,116,109
RX001853,C0034,P011,2026-11-14,5,4
RX001854,C0058,P012,2026-11-23,33,28
RX001855,C0057,P009,2026-11-14,56,37
RX001856,C0052,P018,2026-11-27,14,12
RX001857,C0035,P013,2026-11-13,67,55
RX001858,C0031,P018,2026-11-04,112,83
RX001859,C0060,P014,2026-11-13,97,58
RX001860,C0060,P024,2026-11-05,35,22
RX001861,C0037,P023,2026-11-10,51,32
RX001862,C0044,P021,2026-11-07,55,50
RX001863,C0040,P025,2026-11-21,47,35
RX001864,C0088,P002,2026-11-10,72,65
RX001865,C0075,P003,2026-11-17,28,19
RX001866,C0070,P002,2026-11-04,31,25
RX001867,C0062,P003,2026-11-07,37,23
RX001868,C0085,P003,2026-11-06,70,62
RX001869,C0066,P008,2026-11-14,38,24
RX001870,C0071,P007,2026-11-14,53,47
RX001871,C0079,P010,2026-11-07,23,14
RX001872,C0074,P013,2026-11-25,38,29
RX001873,C0071,P015,2026-11-02,42,38
RX001874,C0086,P021,2026-11-10,31,19
RX001875,C0109,P005,2026-11-12,108,88
RX001876,C0117,P005,2026-11-28,37,34
RX001877,C0110,P004,2026-11-02,75,68
RX001878,C0093,P004,2026-11-16,24,22
RX001879,C0098,P002,2026-11-04,60,53
RX001880,C0098,P004,2026-11-18,18,14
RX001881,C0120,P002,2026-11-07,77,55
RX001882,C0115,P009,2026-11-16,114,105
RX001883,C0117,P016,2026-11-22,104,90
RX001884,C0111,P015,2026-11-17,33,28
RX001885,C0117,P015,2026-11-04,109,72
RX001886,C0103,P015,2026-11-18,48,36
RX001887,C0118,P019,2026-11-09,113,85
RX001888,C0098,P019,2026-11-28,76,69
RX001889,C0096,P023,2026-11-05,57,52
RX001890,C0094,P020,2026-11-27,99,91
RX001891,C0098,P029,2026-11-24,106,67
RX001892,C0023,P006,2026-12-24,82,56
RX001893,C0024,P004,2026-12-20,117,107
RX001894,C0013,P002,2026-12-19,107,81
RX001895,C0017,P006,2026-12-19,104,68
RX001896,C0017,P005,2026-12-14,81,74
RX001897,C0017,P001,2026-12-10,12,11
RX001898,C0013,P006,2026-12-26,116,82
RX001899,C0014,P004,2026-12-08,104,94
RX001900,C0015,P007,2026-12-22,74,55
RX001901,C0029,P007,2026-12-18,51,47
RX001902,C0001,P010,2026-12-11,15,10
RX001903,C0018,P009,2026-12-27,7,4
RX001904,C0001,P009,2026-12-21,66,53
RX001905,C0018,P007,2026-12-16,31,24
RX001906,C0021,P013,2026-12-06,29,27
RX001907,C0008,P018,2026-12-16,110,72
RX001908,C0028,P018,2026-12-20,119,80
RX001909,C0029,P018,2026-12-19,114,69
RX001910,C0005,P013,2026-12-19,109,93
RX001911,C0018,P016,2026-12-25,108,83
RX001912,C0003,P015,2026-12-10,41,32
RX001913,C0003,P013,2026-12-12,47,40
RX001914,C0024,P015,2026-12-17,109,87
RX001915,C0007,P018,2026-12-02,115,86
RX001916,C0012,P013,2026-12-06,115,84
RX001917,C0010,P015,2026-12-26,112,92
RX001918,C0016,P021,2026-12-09,23,14
RX001919,C0024,P023,2026-12-15,117,102
RX001920,C0013,P020,2026-12-06,118,79
RX001921,C0013,P024,2026-12-08,72,48
RX001922,C0025,P023,2026-12-07,89,83
RX001923,C0013,P021,2026-12-08,41,28
RX001924,C0026,P027,2026-12-21,56,34
RX001925,C0029,P029,2026-12-09,52,37
RX001926,C0006,P030,2026-12-21,93,87
RX001927,C0040,P006,2026-12-02,30,28
RX001928,C0058,P004,2026-12-03,7,6
RX001929,C0048,P004,2026-12-17,78,66
RX001930,C0032,P002,2026-12-19,120,113
RX001931,C0046,P001,2026-12-03,46,42
RX001932,C0054,P005,2026-12-02,72,47
RX001933,C0054,P003,2026-12-05,108,85
RX001934,C0040,P006,2026-12-03,109,84
RX001935,C0046,P001,2026-12-27,28,21
RX001936,C0034,P007,2026-12-15,49,46
RX001937,C0040,P010,2026-12-07,15,14
RX001938,C0036,P010,2026-12-25,57,41
RX001939,C0050,P007,2026-12-21,40,31
RX001940,C0059,P007,2026-12-06,72,55
RX001941,C0038,P012,2026-12-12,91,78
RX001942,C0058,P009,2026-12-26,87,69
RX001943,C0060,P011,2026-12-04,12,7
RX001944,C0058,P013,2026-12-01,62,56
RX001945,C0040,P015,2026-12-11,107,72
RX001946,C0052,P013,2026-12-15,41,26
RX001947,C0058,P014,2026-12-17,67,63
RX001948,C0055,P013,2026-12-03,119,104
RX001949,C0035,P016,2026-12-20,85,74
RX001950,C0055,P014,2026-12-25,6,5
RX001951,C0059,P019,2026-12-19,114,97
RX001952,C0053,P024,2026-12-04,46,30
RX001953,C0045,P022,2026-12-02,20,12
RX001954,C0053,P024,2026-12-25,15,11
RX001955,C0076,P002,2026-12-28,48,33
RX001956,C0089,P001,2026-12-15,104,78
RX001957,C0088,P004,2026-12-05,64,58
RX001958,C0061,P004,2026-12-26,60,36
RX001959,C0075,P004,2026-12-08,100,88
RX001960,C0067,P009,2026-12-28,117,83
RX001961,C0069,P015,2026-12-17,12,9
RX001962,C0084,P016,2026-12-09,43,33
RX001963,C0087,P015,2026-12-27,13,9
RX001964,C0084,P020,2026-12-12,111,98
RX001965,C0075,P024,2026-12-08,41,38
RX001966,C0062,P021,2026-12-26,52,49
RX001967,C0110,P003,2026-12-23,60,37
RX001968,C0116,P001,2026-12-25,66,50
RX001969,C0100,P006,2026-12-19,11,8
RX001970,C0094,P008,2026-12-01,35,30
RX001971,C0097,P014,2026-12-23,18,11
RX001972,C0112,P014,2026-12-18,81,57
RX001973,C0096,P013,2026-12-09,73,54
RX001974,C0103,P018,2026-12-17,36,27
RX001975,C0102,P015,2026-12-22,104,77
RX001976,C0112,P024,2026-12-17,56,42
RX001977,C0105,P028,2026-12-21,42,28
RX001978,C0119,P027,2026-12-26,76,56
